"kategori1";"word";"Frekvens";"Sqrt_tf_idf"
"9100 - Internasjonale aktiviteter";"3";3;0.0219889513238146
"10100 - Tros- og livssynsorganisasjoner";"30";1;0.0107032852020387
"1100 - Kultur og kunst";"30";7;0.0137515087699205
"1200 - Idrett";"30";3;0.00794671035688012
"1300 - Rekreasjon og sosiale foreninger";"30";7;0.0144404997371777
"13100 - Barne- og ungdomsorganisasjoner";"30";1;0.0101994751431262
"4100 - Sosiale tjenester";"30";1;0.0115682805334842
"7100 - Interesseorganisasjoner";"30";3;0.0113891955780097
"9100 - Internasjonale aktiviteter";"30";2;0.0222728438010467
"10100 - Tros- og livssynsorganisasjoner";"300";1;0.013986203356092
"1200 - Idrett";"300";2;0.00847860680097272
"7100 - Interesseorganisasjoner";"300";1;0.00859241340679765
"1100 - Kultur og kunst";"30000";1;0.00735049062403712
"1300 - Rekreasjon og sosiale foreninger";"30000";1;0.00771877178718831
"1300 - Rekreasjon og sosiale foreninger";"3031";1;0.0086298492094803
"1300 - Rekreasjon og sosiale foreninger";"30606";1;0.0086298492094803
"1200 - Idrett";"31";1;0.00648846183601557
"1300 - Rekreasjon og sosiale foreninger";"31";2;0.0109159917463045
"1100 - Kultur og kunst";"3110";1;0.00821809835166093
"1300 - Rekreasjon og sosiale foreninger";"32";2;0.0109159917463045
"13100 - Barne- og ungdomsorganisasjoner";"32";1;0.0144242360764963
"1200 - Idrett";"33";1;0.00599528036398219
"1300 - Rekreasjon og sosiale foreninger";"33";2;0.0100862781694651
"13100 - Barne- og ungdomsorganisasjoner";"33";1;0.0133278643691562
"1300 - Rekreasjon og sosiale foreninger";"34";2;0.0122044497932818
"1200 - Idrett";"35";1;0.00530912408251615
"1300 - Rekreasjon og sosiale foreninger";"35";4;0.0126316277165537
"13100 - Barne- og ungdomsorganisasjoner";"35";2;0.0166912530211162
"4100 - Sosiale tjenester";"35";1;0.0133864349127139
"7100 - Interesseorganisasjoner";"35";3;0.0131792036743837
"1200 - Idrett";"350";1;0.00648846183601557
"1300 - Rekreasjon og sosiale foreninger";"350";1;0.00771877178718831
"1100 - Kultur og kunst";"3500";1;0.00821809835166093
"13100 - Barne- og ungdomsorganisasjoner";"3534";1;0.0161267861952753
"1300 - Rekreasjon og sosiale foreninger";"36";2;0.00945352615980098
"13100 - Barne- og ungdomsorganisasjoner";"36";1;0.0124917548724298
"4100 - Sosiale tjenester";"36";1;0.0141681922542039
"8100 - Pengeutdelende stiftelser";"36";1;0.0517991348997363
"6100 - Lokalsamfunnsutvikling";"364";1;0.0160059308170042
"1300 - Rekreasjon og sosiale foreninger";"37";4;0.0172596984189606
"1300 - Rekreasjon og sosiale foreninger";"38";3;0.0123531174594813
"3400 - Andre helsetjenester";"38";1;0.0207419783171607
"7100 - Interesseorganisasjoner";"38";1;0.00859241340679765
"1100 - Kultur og kunst";"39";1;0.00679178720899842
"1200 - Idrett";"39";1;0.00599528036398219
"1300 - Rekreasjon og sosiale foreninger";"39";3;0.0123531174594813
"1100 - Kultur og kunst";"4";22;0.0223307318160064
"1200 - Idrett";"4";17;0.0173277232394022
"1300 - Rekreasjon og sosiale foreninger";"4";33;0.0287197369791585
"13100 - Barne- og ungdomsorganisasjoner";"4";13;0.0336852508143828
"3400 - Andre helsetjenester";"4";2;0.0205623486421531
"4200 - Krisehjelp og støttearbeid";"4";1;0.0243420900047663
"5100 - Natur- og miljøvern";"4";2;0.0290321012959154
"6100 - Lokalsamfunnsutvikling";"4";1;0.00927259339700368
"6200 - Bolig- og lokalmiljø";"4";1;0.0558423386179417
"7100 - Interesseorganisasjoner";"4";8;0.017036002781076
"10100 - Tros- og livssynsorganisasjoner";"40";2;0.0151367310946703
"1100 - Kultur og kunst";"40";3;0.00900247569400143
"1300 - Rekreasjon og sosiale foreninger";"40";4;0.0109159917463045
"13100 - Barne- og ungdomsorganisasjoner";"40";2;0.0144242360764963
"4300 - Økonomisk og materiell støtte";"40";1;0.0352448471172073
"6200 - Bolig- og lokalmiljø";"40";1;0.0609639800724425
"7100 - Interesseorganisasjoner";"40";2;0.00929923924896211
"9100 - Internasjonale aktiviteter";"40";1;0.0157492788880289
"1200 - Idrett";"400";1;0.00725432086737195
"1300 - Rekreasjon og sosiale foreninger";"4037";1;0.0086298492094803
"1100 - Kultur og kunst";"41";1;0.00679178720899842
"1300 - Rekreasjon og sosiale foreninger";"41";2;0.0100862781694651
"13100 - Barne- og ungdomsorganisasjoner";"41";1;0.0133278643691562
"6100 - Lokalsamfunnsutvikling";"415";1;0.0160059308170042
"1100 - Kultur og kunst";"42";1;0.00735049062403712
"1300 - Rekreasjon og sosiale foreninger";"42";2;0.0109159917463045
"1200 - Idrett";"42.2";1;0.00725432086737195
"1200 - Idrett";"4200";1;0.00725432086737195
"1300 - Rekreasjon og sosiale foreninger";"43";3;0.014947337292478
"1300 - Rekreasjon og sosiale foreninger";"44";3;0.014947337292478
"1100 - Kultur og kunst";"45";2;0.0085057467296353
"1200 - Idrett";"45";1;0.00530912408251615
"1300 - Rekreasjon og sosiale foreninger";"45";4;0.0126316277165537
"2100 - Grunn og videregående utdanning";"45";1;0.067451834492372
"7100 - Interesseorganisasjoner";"45";1;0.00760901678911034
"1200 - Idrett";"46";1;0.00648846183601557
"1300 - Rekreasjon og sosiale foreninger";"46";1;0.00771877178718831
"6100 - Lokalsamfunnsutvikling";"460";1;0.0160059308170042
"1300 - Rekreasjon og sosiale foreninger";"47";2;0.0122044497932818
"1300 - Rekreasjon og sosiale foreninger";"48";4;0.0172596984189606
"1300 - Rekreasjon og sosiale foreninger";"480";1;0.0086298492094803
"1100 - Kultur og kunst";"49";1;0.00679178720899842
"1300 - Rekreasjon og sosiale foreninger";"49";3;0.0123531174594813
"7100 - Interesseorganisasjoner";"49";1;0.00859241340679765
"1100 - Kultur og kunst";"4h";1;0.00679178720899842
"1300 - Rekreasjon og sosiale foreninger";"4h";120;0.0781279747511075
"13100 - Barne- og ungdomsorganisasjoner";"4h";179;0.178314672382925
"1300 - Rekreasjon og sosiale foreninger";"4h sin";1;0.00771877178718831
"13100 - Barne- og ungdomsorganisasjoner";"4h sin";2;0.0203989502862524
"1200 - Idrett";"4step";1;0.00725432086737195
"10100 - Tros- og livssynsorganisasjoner";"5";7;0.0248537319512036
"1100 - Kultur og kunst";"5";10;0.0144253653852526
"1200 - Idrett";"5";19;0.0175520985802005
"1300 - Rekreasjon og sosiale foreninger";"5";17;0.0197507301738968
"13100 - Barne- og ungdomsorganisasjoner";"5";10;0.0283076173345719
"3400 - Andre helsetjenester";"5";1;0.0139313411575774
"4200 - Krisehjelp og støttearbeid";"5";1;0.0233234649946961
"5100 - Natur- og miljøvern";"5";1;0.0196697427280074
"6200 - Bolig- og lokalmiljø";"5";1;0.0535055465542403
"7100 - Interesseorganisasjoner";"5";8;0.0163231100713279
"9100 - Internasjonale aktiviteter";"5";1;0.0138224862244527
"1100 - Kultur og kunst";"50";3;0.00989256469103946
"1200 - Idrett";"50";8;0.0142599726208413
"1300 - Rekreasjon og sosiale foreninger";"50";4;0.0119952730990571
"13100 - Barne- og ungdomsorganisasjoner";"50";2;0.0158503830896922
"7100 - Interesseorganisasjoner";"50";2;0.0102186697276071
"9100 - Internasjonale aktiviteter";"50";1;0.0173064349777542
"1200 - Idrett";"500";1;0.00648846183601557
"1300 - Rekreasjon og sosiale foreninger";"500";1;0.00771877178718831
"3400 - Andre helsetjenester";"5090";1;0.025097903184099
"1300 - Rekreasjon og sosiale foreninger";"51";3;0.014947337292478
"1300 - Rekreasjon og sosiale foreninger";"52";2;0.0109159917463045
"6100 - Lokalsamfunnsutvikling";"52";1;0.0143161397399921
"1300 - Rekreasjon og sosiale foreninger";"53";2;0.0122044497932818
"1300 - Rekreasjon og sosiale foreninger";"54";2;0.0122044497932818
"1100 - Kultur og kunst";"55";3;0.0110257359360557
"1200 - Idrett";"55";2;0.00794671035688012
"1300 - Rekreasjon og sosiale foreninger";"55";5;0.014947337292478
"6100 - Lokalsamfunnsutvikling";"55";1;0.0123981406989611
"1300 - Rekreasjon og sosiale foreninger";"56";2;0.0109159917463045
"7100 - Interesseorganisasjoner";"56";1;0.00929923924896211
"1300 - Rekreasjon og sosiale foreninger";"57";2;0.0122044497932818
"1100 - Kultur og kunst";"574";1;0.00821809835166093
"1300 - Rekreasjon og sosiale foreninger";"58";1;0.0086298492094803
"1300 - Rekreasjon og sosiale foreninger";"59";2;0.0122044497932818
"6100 - Lokalsamfunnsutvikling";"5915";1;0.0160059308170042
"10100 - Tros- og livssynsorganisasjoner";"6";5;0.023933273294326
"1100 - Kultur og kunst";"6";15;0.0201301476175768
"1200 - Idrett";"6";17;0.0189169544186732
"1300 - Rekreasjon og sosiale foreninger";"6";9;0.0163739876194568
"13100 - Barne- og ungdomsorganisasjoner";"6";8;0.0288484721529927
"3400 - Andre helsetjenester";"6";1;0.0158733077112291
"5100 - Natur- og miljøvern";"6";1;0.0224116167561189
"7100 - Interesseorganisasjoner";"6";4;0.0131511102656344
"1100 - Kultur og kunst";"60";3;0.0104173696844766
"1200 - Idrett";"60";4;0.0106182481650323
"1300 - Rekreasjon og sosiale foreninger";"60";11;0.0209471848136312
"4100 - Sosiale tjenester";"60";2;0.0189312778053847
"8200 - Frivillighetssentraler";"60";1;0.0377878489868169
"1200 - Idrett";"600";1;0.00725432086737195
"1300 - Rekreasjon og sosiale foreninger";"60pluss";1;0.0086298492094803
"1300 - Rekreasjon og sosiale foreninger";"61";2;0.0122044497932818
"1200 - Idrett";"62";2;0.00917607072743345
"1300 - Rekreasjon og sosiale foreninger";"62";2;0.0109159917463045
"1200 - Idrett";"6212";1;0.00725432086737195
"1300 - Rekreasjon og sosiale foreninger";"63";2;0.0109159917463045
"7100 - Interesseorganisasjoner";"63";1;0.00929923924896211
"1300 - Rekreasjon og sosiale foreninger";"64";2;0.0122044497932818
"1100 - Kultur og kunst";"65";2;0.00900247569400143
"1200 - Idrett";"65";1;0.0056191727814753
"1300 - Rekreasjon og sosiale foreninger";"65";2;0.00945352615980098
"6100 - Lokalsamfunnsutvikling";"65";2;0.0175336187246806
"1300 - Rekreasjon og sosiale foreninger";"66";2;0.0122044497932818
"1200 - Idrett";"67";1;0.00648846183601557
"1300 - Rekreasjon og sosiale foreninger";"67";2;0.0109159917463045
"1100 - Kultur og kunst";"68";1;0.00735049062403712
"1300 - Rekreasjon og sosiale foreninger";"68";2;0.0109159917463045
"1300 - Rekreasjon og sosiale foreninger";"69";2;0.0122044497932818
"7100 - Interesseorganisasjoner";"690";1;0.0103968655498567
"10100 - Tros- og livssynsorganisasjoner";"7";2;0.0151367310946703
"1100 - Kultur og kunst";"7";10;0.0164361967033219
"1200 - Idrett";"7";10;0.0145086417347439
"1300 - Rekreasjon og sosiale foreninger";"7";12;0.018907052319602
"13100 - Barne- og ungdomsorganisasjoner";"7";12;0.0353320183168608
"2100 - Grunn og videregående utdanning";"7";1;0.0582904820434904
"4100 - Sosiale tjenester";"7";1;0.0115682805334842
"7100 - Interesseorganisasjoner";"7";2;0.00929923924896211
"1300 - Rekreasjon og sosiale foreninger";"70";5;0.0172596984189606
"4100 - Sosiale tjenester";"70";2;0.0231365610669684
"7100 - Interesseorganisasjoner";"700";1;0.0103968655498567
"1300 - Rekreasjon og sosiale foreninger";"71";2;0.0122044497932818
"1200 - Idrett";"72";3;0.0112383455629506
"1300 - Rekreasjon og sosiale foreninger";"72";4;0.0154375435743766
"1300 - Rekreasjon og sosiale foreninger";"73";2;0.0122044497932818
"1300 - Rekreasjon og sosiale foreninger";"74";4;0.0172596984189606
"1300 - Rekreasjon og sosiale foreninger";"75";4;0.0154375435743766
"7100 - Interesseorganisasjoner";"75";1;0.00929923924896211
"1100 - Kultur og kunst";"76";2;0.0103951635306096
"1300 - Rekreasjon og sosiale foreninger";"76";2;0.0109159917463045
"1200 - Idrett";"77";1;0.00648846183601557
"1300 - Rekreasjon og sosiale foreninger";"77";2;0.0109159917463045
"1300 - Rekreasjon og sosiale foreninger";"78";2;0.0122044497932818
"1200 - Idrett";"79";1;0.00599528036398219
"1300 - Rekreasjon og sosiale foreninger";"79";2;0.0100862781694651
"4200 - Krisehjelp og støttearbeid";"79";1;0.0347256448413018
"4100 - Sosiale tjenester";"7970";1;0.0182910575487989
"1200 - Idrett";"7er";1;0.00725432086737195
"10100 - Tros- og livssynsorganisasjoner";"8";1;0.0102385049370241
"1100 - Kultur og kunst";"8";10;0.0157224700562784
"1200 - Idrett";"8";11;0.0145560167087648
"1300 - Rekreasjon og sosiale foreninger";"8";11;0.0173160564005799
"13100 - Barne- og ungdomsorganisasjoner";"8";12;0.0337977580849014
"14100 - Mangfold og inkludering";"8";1;0.0232879930921253
"4100 - Sosiale tjenester";"8";1;0.0110659386458653
"7100 - Interesseorganisasjoner";"8";1;0.0062900177300891
"9100 - Internasjonale aktiviteter";"8";2;0.0213056661495995
"1100 - Kultur og kunst";"80";3;0.0104173696844766
"1200 - Idrett";"80";4;0.0106182481650323
"1300 - Rekreasjon og sosiale foreninger";"80";4;0.0126316277165537
"4100 - Sosiale tjenester";"80";1;0.0133864349127139
"4200 - Krisehjelp og støttearbeid";"80";1;0.0307513153872591
"1100 - Kultur og kunst";"800";1;0.00636571161069548
"5100 - Natur- og miljøvern";"800";1;0.0274485126816504
"6100 - Lokalsamfunnsutvikling";"800";1;0.0123981406989611
"7100 - Interesseorganisasjoner";"800";1;0.00805337742547051
"1100 - Kultur og kunst";"81";5;0.0164361967033219
"1300 - Rekreasjon og sosiale foreninger";"81";2;0.0109159917463045
"6100 - Lokalsamfunnsutvikling";"8150";1;0.0160059308170042
"1100 - Kultur og kunst";"82";1;0.00735049062403712
"1300 - Rekreasjon og sosiale foreninger";"82";2;0.0109159917463045
"1300 - Rekreasjon og sosiale foreninger";"83";3;0.0133693049074394
"7100 - Interesseorganisasjoner";"83";1;0.00929923924896211
"1100 - Kultur og kunst";"84";1;0.00679178720899842
"1300 - Rekreasjon og sosiale foreninger";"84";1;0.00713207569056261
"14100 - Mangfold og inkludering";"84";2;0.0449894160194145
"1300 - Rekreasjon og sosiale foreninger";"85";1;0.0086298492094803
"1300 - Rekreasjon og sosiale foreninger";"86";1;0.0086298492094803
"1300 - Rekreasjon og sosiale foreninger";"87";1;0.0086298492094803
"1300 - Rekreasjon og sosiale foreninger";"88";2;0.0122044497932818
"1100 - Kultur og kunst";"887";1;0.00821809835166093
"1100 - Kultur og kunst";"89";1;0.00735049062403712
"1300 - Rekreasjon og sosiale foreninger";"89";3;0.0133693049074394
"10100 - Tros- og livssynsorganisasjoner";"9";1;0.0117615359226535
"1100 - Kultur og kunst";"9";11;0.0189428192008688
"1200 - Idrett";"9";6;0.0123494985469191
"1300 - Rekreasjon og sosiale foreninger";"9";7;0.015868254764204
"13100 - Barne- og ungdomsorganisasjoner";"9";5;0.0250616561748221
"7100 - Interesseorganisasjoner";"9";1;0.00722569065909665
"10100 - Tros- og livssynsorganisasjoner";"9.38";1;0.0169233798424088
"1100 - Kultur og kunst";"90";1;0.00679178720899842
"1200 - Idrett";"90";1;0.00599528036398219
"1300 - Rekreasjon og sosiale foreninger";"90";4;0.0142641513811252
"1300 - Rekreasjon og sosiale foreninger";"90000";1;0.0086298492094803
"1100 - Kultur og kunst";"90s";1;0.00821809835166093
"1200 - Idrett";"91";1;0.00599528036398219
"1300 - Rekreasjon og sosiale foreninger";"91";1;0.00713207569056261
"4100 - Sosiale tjenester";"91";2;0.0213779742811972
"1100 - Kultur og kunst";"92";1;0.00679178720899842
"1200 - Idrett";"92";1;0.00599528036398219
"1300 - Rekreasjon og sosiale foreninger";"92";2;0.0100862781694651
"1200 - Idrett";"92.620";1;0.00725432086737195
"1100 - Kultur og kunst";"92310";1;0.00821809835166093
"1300 - Rekreasjon og sosiale foreninger";"93";2;0.0109159917463045
"4100 - Sosiale tjenester";"93";2;0.0231365610669684
"1100 - Kultur og kunst";"94";1;0.00679178720899842
"1200 - Idrett";"94";1;0.00599528036398219
"1300 - Rekreasjon og sosiale foreninger";"94";2;0.0100862781694651
"1100 - Kultur og kunst";"95";1;0.00679178720899842
"1200 - Idrett";"95";1;0.00599528036398219
"1300 - Rekreasjon og sosiale foreninger";"95";2;0.0100862781694651
"1300 - Rekreasjon og sosiale foreninger";"96";2;0.0122044497932818
"1200 - Idrett";"97";1;0.00648846183601557
"1300 - Rekreasjon og sosiale foreninger";"97";2;0.0109159917463045
"1100 - Kultur og kunst";"971";1;0.00821809835166093
"1300 - Rekreasjon og sosiale foreninger";"98";2;0.0122044497932818
"1200 - Idrett";"99";1;0.00648846183601557
"1300 - Rekreasjon og sosiale foreninger";"99";2;0.0109159917463045
"10100 - Tros- og livssynsorganisasjoner";"a";11;0.0298594921627875
"1100 - Kultur og kunst";"a";20;0.019551735107292
"11200 - Yrkessammenslutninger";"a";1;0.0576614682909088
"1200 - Idrett";"a";10;0.0122038183139685
"1300 - Rekreasjon og sosiale foreninger";"a";17;0.0189289550682978
"13100 - Barne- og ungdomsorganisasjoner";"a";10;0.0271298130195133
"14100 - Mangfold og inkludering";"a";1;0.0204777197041161
"5100 - Natur- og miljøvern";"a";1;0.0188513372936212
"6100 - Lokalsamfunnsutvikling";"a";4;0.0170298139531715
"7100 - Interesseorganisasjoner";"a";11;0.0183441563265954
"8200 - Frivillighetssentraler";"a";1;0.0274678728841214
"9100 - Internasjonale aktiviteter";"a";7;0.0350492452450753
"1300 - Rekreasjon og sosiale foreninger";"à";1;0.00713207569056261
"6100 - Lokalsamfunnsutvikling";"à";1;0.0132279843266992
"7100 - Interesseorganisasjoner";"à";1;0.00859241340679765
"7100 - Interesseorganisasjoner";"a.l.f";2;0.0147033882667769
"7100 - Interesseorganisasjoner";"a.l.f.s";1;0.0103968655498567
"1100 - Kultur og kunst";"a'cappella";1;0.00821809835166093
"7100 - Interesseorganisasjoner";"a21";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"a21campaign";2;0.0147033882667769
"6100 - Lokalsamfunnsutvikling";"a4";1;0.0160059308170042
"11200 - Yrkessammenslutninger";"abakus";1;0.108389378158684
"1100 - Kultur og kunst";"abaris";1;0.00735049062403712
"1300 - Rekreasjon og sosiale foreninger";"abaris";1;0.00771877178718831
"1200 - Idrett";"abb";1;0.00725432086737195
"2100 - Grunn og videregående utdanning";"abeba";1;0.0824351902631695
"9100 - Internasjonale aktiviteter";"abeba";2;0.0314985577760578
"1300 - Rekreasjon og sosiale foreninger";"abeid";1;0.00771877178718831
"13100 - Barne- og ungdomsorganisasjoner";"abeid";1;0.0144242360764963
"1100 - Kultur og kunst";"abeide";1;0.00821809835166093
"1300 - Rekreasjon og sosiale foreninger";"abeider";1;0.0086298492094803
"1200 - Idrett";"abelvær";1;0.00648846183601557
"1300 - Rekreasjon og sosiale foreninger";"abelvær";2;0.0109159917463045
"1300 - Rekreasjon og sosiale foreninger";"abf";1;0.0086298492094803
"1100 - Kultur og kunst";"abildsø";3;0.0117637205201817
"1200 - Idrett";"abildsø";2;0.00847860680097272
"2100 - Grunn og videregående utdanning";"abildsø";2;0.107719762012809
"9100 - Internasjonale aktiviteter";"abled";1;0.0249017963956876
"1100 - Kultur og kunst";"abloom";1;0.00821809835166093
"1100 - Kultur og kunst";"abonnementbasert";1;0.00821809835166093
"7100 - Interesseorganisasjoner";"abonnentar";1;0.0103968655498567
"3400 - Andre helsetjenester";"abort";2;0.0317466154224581
"7100 - Interesseorganisasjoner";"abort";2;0.0131511102656344
"1300 - Rekreasjon og sosiale foreninger";"above";1;0.00771877178718831
"9100 - Internasjonale aktiviteter";"above";1;0.0222728438010467
"10100 - Tros- og livssynsorganisasjoner";"abr";1;0.0169233798424088
"7100 - Interesseorganisasjoner";"abroad";1;0.0103968655498567
"1100 - Kultur og kunst";"absolutt";2;0.0103951635306096
"1200 - Idrett";"absolutt";1;0.00648846183601557
"1100 - Kultur og kunst";"ac";1;0.00821809835166093
"1300 - Rekreasjon og sosiale foreninger";"acacia";1;0.0086298492094803
"2300 - Annen utdanning";"academy";1;0.0652507533615534
"1100 - Kultur og kunst";"acapella";1;0.00821809835166093
"1200 - Idrett";"acc";1;0.00725432086737195
"1300 - Rekreasjon og sosiale foreninger";"accc";1;0.0086298492094803
